Author,Chapter,Reference,Type,Intertextual_function,Semantic
robertson,12,Leonardo,Nominal,['1'],Neutral
robertson,12,Galileo,Nominal,['1'],Neutral
robertson,12,Machiavelli,Nominal,['1'],Neutral
robertson,12,Giordano Bruno,Nominal,['1'],Neutral
robertson,12,Leibnitz,Nominal,['1'],Neutral
robertson,11,Unidentified,Thematic,['3'],Neutral
robertson,18,Marquis of Pombal,Nominal,['2'],Positive
robertson,18,Charles III,Verbal,['2'],Neutral
robertson,18,F. Engels,Thematic,['3'],Neutral
robertson,16,Charles V,Thematic,['3'],Neutral
robertson,16,Peace of Münster,Thematic,['3'],Neutral
robertson,16,Philip,Thematic,['3'],Neutral
robertson,16,Henry Hudson,Thematic,['3'],Neutral
robertson,16,Dutch West India Company,Thematic,['3'],Neutral
robertson,11,Cantù _Storia degli Italiani_,Nominal,['2'],Neutral
robertson,11,Sismondi _R?publiques_,Verbal,['2'],Neutral
robertson,11,Symonds _Renaissance_,Thematic,['3'],Neutral
robertson,11,Procter _History of Italy_,Nominal,['2'],Neutral
robertson,11,Muratori,Verbal,['2'],Neutral
robertson,11,Giannone,Thematic,['2'],Neutral
robertson,11,Spalding _Italy_,Nominal,['2'],Negative
robertson,11,Milanese writer (Unidentified,Verbal,['2'],Neutral
robertson,11,Villari,Nominal,['2'],Neutral
robertson,11,Umiliati,Thematic,['2'],Neutral
robertson,11,Pignotti,Thematic,['2'],Neutral
robertson,16,Torrens M'Cullagh,Nominal,['3'],Neutral
robertson,16,Industrial History of the Free Nations,Nominal,['1'],Neutral
robertson,16,Motley,Nominal,['1'],Neutral
robertson,16,Rise of the Dutch Republic,Nominal,['1'],Neutral
robertson,16,Grattan,Nominal,['2'],Neutral
robertson,16,Netherlands,Nominal,['1'],Neutral
robertson,16,Blok,Nominal,['2'],Neutral
robertson,16,Geschiedenis van het,Nominal,['1'],Neutral
robertson,16,Wauters,Nominal,['2'],Neutral
robertson,16,Les libertés communales,Nominal,['1'],Neutral
robertson,5,Sulla,Nominal,['1'],Neutral
robertson,5,C¾sar,Nominal,['1'],Neutral
robertson,2,Unidentified,Nominal,['1'],Neutral
robertson,20,Hallam,Nominal,['1'],Neutral
robertson,20,Carlylean,Thematic,['3'],Neutral
robertson,10,Teutonic race,Nominal,['1'],Negative
robertson,10,Theodoric,Verbal,['1'],Neutral
robertson,10,Frederick Barbarossa,Thematic,['1'],Neutral
robertson,10,Tacitus,Nominal,['2'],Neutral
robertson,9,Lord Cromer,Nominal,['3'],Negative
robertson,9,Great Britain,Verbal,['1'],Neutral
robertson,9,Russia,Thematic,['1'],Neutral
robertson,7,Peisistratos,Nominal,['2'],Neutral
robertson,7,Sappho,Nominal,['2'],Positive
robertson,7,Pittakos,Nominal,['2'],Neutral
robertson,7,Alkaios,Nominal,['2'],Neutral
robertson,7,Dionysos,Nominal,['2'],Neutral
robertson,7,Grote,Nominal,['3'],Positive
robertson,7,®schylus,Nominal,['1'],Neutral
robertson,7,Aristophanes,Nominal,['1'],Neutral
robertson,9,Unidentified,Nominal,['1'],Neutral
robertson,16,N.G. van Kampen,Nominal,['2'],Neutral
robertson,16,Heeren and Uckert,Thematic,['2'],Neutral
robertson,16,Wenzelburger,Nominal,['2'],Neutral
robertson,16,P.J.,Nominal,['1'],Neutral
robertson,16,J.A. Vijnne,Thematic,['2'],Neutral
robertson,16,J. van Lennep,Nominal,['2'],Neutral
robertson,16,J. David,Thematic,['3'],Neutral
robertson,16,Th. Juste,Nominal,['1'],Negative
robertson,7,Alexander,Thematic,['3'],Neutral
robertson,7,Unidentified,Thematic,['3'],Neutral
robertson,19,More,Nominal,['2'],Neutral
robertson,19,Henry,Nominal,['2'],Neutral
robertson,19,Elizabeth,Nominal,['2'],Neutral
robertson,19,Protestantism,Thematic,['2'],Neutral
robertson,19,Puritan,Thematic,['2'],Neutral
robertson,19,anti-Puritan,Thematic,['2'],Neutral
robertson,19,Elyot,Nominal,['2'],Neutral
robertson,19,Bacon,Nominal,['2'],Neutral
robertson,19,Shakespeare,Nominal,['2'],Positive
robertson,19,Hesiod,Nominal,['2'],Neutral
robertson,19,Euripides,Nominal,['2'],Neutral
robertson,19,Mr. Rogers,Nominal,['3'],Negative
robertson,19,Mr. Gibbins - _Industrial History of England_,Verbal,['2'],Neutral
robertson,19,Prof.,Thematic,['3'],Neutral
robertson,19,Sharon Turner - _History of the Anglo-Saxons_,Nominal,['2'],Neutral
robertson,19,Bishop Pecock,Verbal,['2'],Neutral
robertson,19,Tyndale,Thematic,['3'],Negative
robertson,14,Hardwick,Nominal,['2'],Neutral
robertson,14,Hardwick—Church History: Middle Age,Thematic,['2'],Neutral
robertson,14,Geijer,Nominal,['2'],Neutral
robertson,14,Crichton and,Thematic,['3'],Neutral
robertson,14,Ott?—Scandinavian History,Nominal,['2'],Neutral
robertson,14,Charlemagne,Thematic,['1'],Neutral
robertson,4,Mencius,Nominal,['1'],Neutral
robertson,4,Legge _Life and Works of Mencius_,Verbal,['2'],Positive
robertson,9,Cox,Nominal,['3'],Negative
robertson,9,Keightley,Nominal,['3'],Negative
robertson,9,Latin Gods and Goddesses (e.g. Saturn and,Nominal,['1'],Neutral
robertson,9,Religions of Mexico,Nominal,['1'],Neutral
robertson,9,Religion of Palestine,Nominal,['1'],Neutral
robertson,9,Some religions of India,Nominal,['1'],Neutral
robertson,9,Protestant Scotland,Nominal,['1'],Negative
robertson,9,Catholic Spain,Nominal,['1'],Negative
robertson,14,Unidentified,Nominal,['1'],Neutral
robertson,14,Roman de Rou,Nominal,['1'],Neutral
robertson,14,Andresen,Nominal,['2'],Neutral
robertson,14,Pluquet,Nominal,['3'],Neutral
robertson,14,Abbot Odo,Nominal,['3'],Neutral
robertson,14,Paulus,Nominal,['1'],Neutral
robertson,14,Rydberg—Paulus Diaconus,Nominal,['1'],Neutral
robertson,14,Geijer,Nominal,['2'],Positive
robertson,9,Greek deities,Nominal,['2'],Positive
robertson,9,Olympos,Verbal,['2'],Neutral
robertson,4,Peschel,Nominal,['2'],Neutral
robertson,4,Huc,Nominal,['2'],Neutral
robertson,4,Walckenaer,Nominal,['2'],Neutral
robertson,4,Maine,Nominal,['2'],Neutral
robertson,4,Professor Flint,Nominal,['2'],Neutral
robertson,4,Remusat,Nominal,['1'],Neutral
robertson,4,Pauthier,Nominal,['1'],Neutral
robertson,4,Julien,Nominal,['1'],Neutral
robertson,4,Legge,Nominal,['1'],Neutral
robertson,4,Plath,Nominal,['1'],Neutral
robertson,4,Faber,Nominal,['1'],Neutral
robertson,4,Eitel,Nominal,['1'],Neutral
robertson,14,Druidism,Nominal,['2'],Neutral
robertson,14,Romanised Christianity,Nominal,['2'],Neutral
robertson,19,Green,Nominal,['3'],Neutral
robertson,19,Mr. Rogers,Thematic,['3'],Positive
robertson,19,W.J. Corbett,Nominal,['1'],Neutral
robertson,19,John Knox,Nominal,['2'],Neutral
robertson,19,Andrew Melville,Verbal,['3'],Negative
robertson,19,King James,Thematic,['2'],Neutral
robertson,19,The Bible,Nominal,['2'],Neutral
robertson,19,Calvin,Verbal,['2'],Negative
robertson,19,Chaucer,Nominal,['1'],Neutral
robertson,19,Shakespeare,Verbal,['1'],Neutral
robertson,19,Edward IV,Thematic,['3'],Neutral
robertson,19,Henry VII,Nominal,['1'],Neutral
robertson,19,Henry VIII,Verbal,['2'],Negative
robertson,19,More,Thematic,['4'],Positive
robertson,19,Unidentified,Nominal,['1'],Neutral
robertson,19,Holbein,Verbal,['2'],Neutral
robertson,7,Alexander,Nominal,['1'],Neutral
robertson,7,Plato,Verbal,['2'],Neutral
robertson,7,Aristotle,Thematic,['3'],Neutral
robertson,7,Epicurus,Nominal,['1'],Positive
robertson,7,Zeno,Verbal,['2'],Positive
robertson,7,Aristophanes,Thematic,['3'],Neutral
robertson,7,Menander,Nominal,['1'],Neutral
robertson,9,Greek oracles,Nominal,['1'],Neutral
robertson,9,Greek Gods,Verbal,['2'],Neutral
robertson,9,Artemis of Ephesus,Thematic,['3'],Neutral
robertson,9,®sculapius,Nominal,['1'],Neutral
robertson,9,Cybele the Mother of the Gods,Verbal,['2'],Neutral
robertson,9,Isis and Serapis,Thematic,['3'],Neutral
robertson,9,Apollo,Nominal,['1'],Neutral
robertson,9,Cybele from Phrygia,Verbal,['2'],Neutral
robertson,16,M. Alphonse Wauters,Nominal,['1'],Positive
robertson,16,Barante,Verbal,['2'],Positive
robertson,16,M. Lefèvre Pontalis,Thematic,['3'],Positive
robertson,7,Egypt,Nominal,['1'],Neutral
robertson,7,Syria,Nominal,['1'],Neutral
robertson,7,Phoenicia,Nominal,['1'],Neutral
robertson,7,Plato,Nominal,['1'],Neutral
robertson,7,Aristotle,Nominal,['1'],Neutral
robertson,7,Socrates,Nominal,['1'],Positive
robertson,7,Hippocrates,Nominal,['1'],Positive
robertson,7,Herodotus,Nominal,['1'],Positive
robertson,7,Thucydides,Nominal,['1'],Positive
robertson,7,Plutarch,Nominal,['1'],Positive
robertson,9,Lord Cromer,Nominal,['2'],Positive
robertson,9,_Ancient and Modern Imperialism_,Thematic,['2'],Neutral
robertson,9,Sir Alfred,Nominal,['1'],Neutral
robertson,20,Clarendon,Nominal,['3'],Negative
robertson,20,Hallam,Nominal,['2'],Neutral
robertson,20,Vaughan,Nominal,['2'],Neutral
robertson,20,Whitelocke,Nominal,['2'],Neutral
robertson,20,Ludlow,Nominal,['2'],Neutral
robertson,2,Unidentified,Nominal,['1'],Neutral
robertson,5,Christianity,Thematic,['2'],Neutral
robertson,5,Paganism,Thematic,['2'],Neutral
robertson,5,Arians,Thematic,['2'],Neutral
robertson,5,Athanasians,Thematic,['2'],Neutral
robertson,5,Leo the,Thematic,['3'],Neutral
robertson,5,Papacy,Thematic,['2'],Neutral
robertson,5,Moslem conquerors,Thematic,['2'],Neutral
robertson,5,Augustus,Nominal,['1'],Neutral
robertson,5,Caius Gracchus,Verbal,['2'],Positive
robertson,5,Tiberius Gracchus,Thematic,['3'],Positive
robertson,5,Blossius of Cumæ,Nominal,['1'],Neutral
robertson,5,Diophanes of Mitylene,Verbal,['2'],Neutral
robertson,2,Unidentified,Nominal,['1'],Neutral
robertson,11,Machiavelli,Nominal,['2'],Neutral
robertson,11,Hallam,Thematic,['3'],Neutral
robertson,11,Dante,Nominal,['1'],Neutral
robertson,11,Borghini,Thematic,['2'],Neutral
robertson,11,Giovanni Villani,Nominal,['2'],Neutral
robertson,11,Villari,Thematic,['2'],Neutral
robertson,11,Testa,Thematic,['2'],Neutral
robertson,11,Riccobaldi of Ferrara—Muratori,Thematic,['2'],Neutral
robertson,11,Pignotti,Nominal,['2'],Neutral
robertson,11,Trollope,Thematic,['3'],Neutral
robertson,16,Guicciardini,Thematic,['3'],Neutral
robertson,16,Delacourt,Thematic,['3'],Neutral
robertson,16,Prince Maurice of Orange,Thematic,['3'],Neutral
robertson,18,Jesuits,Thematic,['2'],Positive
robertson,18,Puritans,Thematic,['2'],Neutral
robertson,18,Inquisition,Thematic,['2'],Neutral
robertson,18,Marquis of Pombal,Thematic,['2'],Positive
robertson,18,Portuguese advocate of Batria,Thematic,['2'],Positive
robertson,11,Zeller,Nominal,['1'],Neutral
robertson,11,Sismondi,Thematic,['3'],Negative
robertson,11,Ranke,Nominal,['1'],Negative
robertson,11,Greece,Thematic,['2'],Neutral
robertson,11,Moorish culture,Thematic,['2'],Positive
robertson,11,Ommiades,Thematic,['2'],Positive
robertson,11,Jews,Thematic,['2'],Neutral
robertson,11,Christians,Thematic,['2'],Neutral
robertson,11,Sicily,Thematic,['2'],Positive
robertson,11,Provence,Thematic,['2'],Positive
robertson,11,Cathari,Thematic,['2'],Neutral
robertson,11,Paterini,Thematic,['2'],Neutral
robertson,11,Dante,Nominal,['2'],Positive
robertson,11,Cimabue,Nominal,['2'],Positive
robertson,11,Duccio,Nominal,['2'],Positive
robertson,11,Byzantine,Thematic,['2'],Neutral
robertson,11,Leo,Nominal,['2'],Neutral
robertson,11,Howell,Nominal,['1'],Neutral
robertson,11,Zeller,Nominal,['1'],Neutral
robertson,18,Portuguese Cortes,Nominal,['1'],Neutral
robertson,18,English colonies in North America,Nominal,['1'],Neutral
robertson,18,United States,Nominal,['1'],Neutral
robertson,18,France,Nominal,['1'],Neutral
robertson,18,Portugal,Nominal,['1'],Neutral
robertson,11,Reformation,Thematic,['3'],Neutral
robertson,11,Leo X,Thematic,['3'],Neutral
robertson,11,Spanish Conquest,Thematic,['3'],Neutral
robertson,16,Hanseatic League,Nominal,['1'],Neutral
robertson,16,Anglo-Saxons,Nominal,['1'],Neutral
robertson,16,Hoek and,Nominal,['1'],Neutral
robertson,2,Cicero,Thematic,['3'],Negative
robertson,2,Scipio Nasica,Thematic,['2'],Positive
robertson,2,Tiberius Gracchus,Thematic,['2'],Neutral
robertson,2,Lucius Marcus,Thematic,['3'],Neutral
robertson,2,M. Livius Drusus,Thematic,['2'],Neutral
robertson,2,Marians,Thematic,['1'],Neutral
robertson,2,Sullans,Thematic,['1'],Neutral
robertson,2,Sulla,Thematic,['2'],Neutral
robertson,20,Carlyle,Thematic,['2'],Negative
robertson,20,Dr. Gardiner,Thematic,['3'],Positive
robertson,20,Napoleon,Thematic,['2'],Neutral
robertson,2,Wallon,Nominal,['2'],Neutral
robertson,2,Dureau de la Malle,Thematic,['2'],Neutral
robertson,2,Athenæus,Nominal,['1'],Neutral
robertson,2,Letronne,Thematic,['1'],Neutral
robertson,2,Prof.,Nominal,['1'],Neutral
robertson,2,Gibbon,Thematic,['3'],Neutral
robertson,2,Bunsen,Nominal,['1'],Neutral
robertson,2,Hodgkin,Thematic,['3'],Neutral
robertson,7,Dr. Cunningham,Nominal,['3'],Negative
robertson,7,Western Civilisation,Verbal,['3'],Negative
robertson,9,Livy,Nominal,['1'],Negative
robertson,9,Dionysos/Bacchus,Verbal,['2'],Neutral
robertson,9,Liber,Thematic,['3'],Neutral
robertson,9,Augustus,Nominal,['1'],Neutral
robertson,9,Adonis,Verbal,['2'],Neutral
robertson,9,Attis,Thematic,['3'],Neutral
robertson,9,Isis and Osiris,Nominal,['1'],Neutral
robertson,9,Mithraism,Verbal,['2'],Neutral
robertson,9,Christianity,Thematic,['3'],Positive
robertson,19,Wiclif,Nominal,['3'],Neutral
robertson,19,John Ball,Verbal,['2'],Neutral
robertson,19,Henry IV,Thematic,['3'],Negative
robertson,19,Henry V,Nominal,['1'],Negative
robertson,18,John III,Nominal,['1'],Neutral
robertson,18,Italian Renaissance,Nominal,['2'],Neutral
robertson,18,Homer,Nominal,['1'],Neutral
robertson,18,Plato,Nominal,['1'],Neutral
robertson,18,Dante,Nominal,['1'],Neutral
robertson,18,Boccaccio,Nominal,['1'],Neutral
robertson,18,Montaigne,Nominal,['1'],Neutral
robertson,18,Shakespeare,Nominal,['1'],Neutral
robertson,18,Bacon,Nominal,['1'],Neutral
robertson,18,Molière,Nominal,['1'],Neutral
robertson,18,Voltaire,Nominal,['1'],Neutral
robertson,18,Goethe,Nominal,['1'],Neutral
robertson,18,Leopardi,Nominal,['1'],Neutral
robertson,18,Poe,Nominal,['1'],Neutral
robertson,18,Balzac,Nominal,['1'],Neutral
robertson,18,Heine,Nominal,['1'],Neutral
robertson,18,Flaubert,Nominal,['1'],Neutral
robertson,18,Hawthorne,Nominal,['1'],Neutral
robertson,18,Tourguenief,Nominal,['1'],Neutral
robertson,18,Ruskin,Nominal,['1'],Neutral
robertson,18,Ibsen,Nominal,['1'],Neutral
robertson,18,Sweden,Nominal,['1'],Neutral
robertson,18,Norway,Nominal,['1'],Neutral
robertson,5,Licinian law of 367 B.C.,Nominal,['1'],Positive
robertson,19,Protestantism,Nominal,['2'],Neutral
robertson,19,Catholic,Nominal,['2'],Neutral
robertson,19,Elizabeth,Nominal,['2'],Positive
robertson,19,Mary of Scotland,Nominal,['3'],Negative
robertson,19,Romanism,Nominal,['2'],Negative
robertson,4,Professor Flint,Nominal,['1'],Negative
robertson,4,Mr. C.H. Pearson,Verbal,['2'],Positive
robertson,4,M. Philarète Chasles,Thematic,['3'],Positive
robertson,4,Walckenaer,Nominal,['1'],Positive
robertson,9,Greek,Thematic,['3'],Neutral
robertson,9,Hellenic,Thematic,['3'],Neutral
robertson,14,Homeric Greece,Thematic,['3'],Neutral
robertson,14,Babylonia,Thematic,['3'],Neutral
robertson,14,Egypt,Thematic,['3'],Neutral
robertson,14,Rome,Thematic,['3'],Neutral
robertson,14,Roman Empire,Thematic,['3'],Neutral
robertson,14,Christianity,Thematic,['3'],Positive
robertson,14,Theodoric,Thematic,['3'],Neutral
robertson,14,Charlemagne,Thematic,['3'],Neutral
robertson,14,M. Clémenceau,Nominal,['1'],Neutral
robertson,14,Danish imperialism,Thematic,['2'],Neutral
robertson,14,Knut,Thematic,['2'],Neutral
robertson,14,William the Conqueror,Thematic,['2'],Neutral
robertson,14,Christian,Thematic,['1'],Neutral
robertson,14,Pompeius,Thematic,['2'],Neutral
robertson,14,Mosheim _Eccles. Hist._,Nominal,['2'],Neutral
robertson,14,William of Malmesbury,Verbal,['2'],Neutral
robertson,14,Hardwick,Thematic,['3'],Neutral
robertson,9,Mommsen,Nominal,['1'],Neutral
robertson,19,Mr. Green,Thematic,['3'],Negative
robertson,19,Puritans,Thematic,['1'],Neutral
robertson,19,Catholics,Thematic,['1'],Neutral
robertson,19,Churchmen,Thematic,['1'],Neutral
robertson,19,James,Thematic,['2'],Negative
robertson,19,Elizabeth,Thematic,['2'],Negative
robertson,19,Edward I,Thematic,['1'],Neutral
robertson,19,Edward III,Nominal,['1'],Neutral
robertson,19,Burghley,Nominal,['2'],Neutral
robertson,19,Leicester,Nominal,['2'],Neutral
robertson,19,Mr. Lecky,Nominal,['1'],Positive
robertson,19,Comines,Thematic,['3'],Neutral
robertson,18,Mr. Morse Stephens,Nominal,['3'],Negative
robertson,18,Portugal,Nominal,['3'],Neutral
robertson,18,Greek literature,Nominal,['1'],Neutral
robertson,18,Plato,Nominal,['1'],Neutral
robertson,18,Aristophanes,Nominal,['1'],Neutral
robertson,18,Euripides,Nominal,['1'],Neutral
robertson,18,Aristotle,Nominal,['1'],Neutral
robertson,18,Alexander,Nominal,['1'],Neutral
robertson,18,Rome,Nominal,['1'],Neutral
robertson,18,Cartilage,Nominal,['1'],Neutral
robertson,18,Augustus,Nominal,['1'],Neutral
robertson,18,Trajan,Nominal,['1'],Neutral
robertson,18,Horace,Nominal,['1'],Neutral
robertson,18,Virgil,Nominal,['1'],Neutral
robertson,18,England,Nominal,['1'],Neutral
robertson,18,Marlborough,Nominal,['1'],Neutral
robertson,18,Addison,Nominal,['1'],Neutral
robertson,18,Shakespeare,Nominal,['1'],Neutral
robertson,18,James I,Nominal,['1'],Neutral
robertson,18,Chaucer,Nominal,['1'],Neutral
robertson,18,Edward III,Nominal,['1'],Neutral
robertson,18,Henry V,Nominal,['1'],Neutral
robertson,18,Germany,Nominal,['1'],Neutral
robertson,18,Schiller,Nominal,['1'],Neutral
robertson,18,Goethe,Nominal,['1'],Neutral
robertson,18,Fichte,Nominal,['1'],Neutral
robertson,18,Hegel,Nominal,['1'],Neutral
robertson,18,Heine,Nominal,['1'],Neutral
robertson,18,Bismarckism,Nominal,['1'],Neutral
robertson,18,France,Nominal,['1'],Neutral
robertson,18,Napoleon,Nominal,['1'],Neutral
robertson,18,Spain,Nominal,['1'],Neutral
robertson,18,Scandinavian States,Nominal,['1'],Neutral
robertson,16,C¾sar,Thematic,['3'],Neutral
robertson,16,Norse pirates,Thematic,['3'],Neutral
robertson,16,Christians,Thematic,['3'],Neutral
robertson,9,Greece,Nominal,['1'],Neutral
robertson,9,Rome,Verbal,['2'],Neutral
robertson,9,Ennius,Thematic,['3'],Positive
robertson,9,Plautus,Nominal,['1'],Positive
robertson,9,Terence,Verbal,['2'],Positive
robertson,9,Pacuvius,Thematic,['3'],Neutral
robertson,9,Attius,Nominal,['1'],Neutral
robertson,7,Unidentified,Nominal,['1'],Neutral
robertson,2,Aristotle,Nominal,['1'],Neutral
robertson,2,Unidentified,Nominal,['1'],Neutral
robertson,20,Admiral Blake,Nominal,['1'],Neutral
robertson,20,Van Tromp,Thematic,['3'],Neutral
robertson,20,Cromwell,Nominal,['1'],Neutral
robertson,20,Stayner,Thematic,['3'],Neutral
robertson,5,M'Culloch,Nominal,['1'],Negative
robertson,5,Suetonius,Thematic,['3'],Neutral
robertson,5,Dureau de la Malle,Nominal,['1'],Neutral
robertson,16,Unidentified,Nominal,['1'],Neutral
robertson,11,Prof. Thorold Rogers,Nominal,['1'],Negative
robertson,11,H. Scherer,Verbal,['2'],Positive
robertson,11,Heyd,Thematic,['3'],Positive
robertson,11,Zeller,Nominal,['2'],Neutral
robertson,11,Howell,Verbal,['2'],Positive
robertson,12,Ghibelline Dante,Nominal,['2'],Neutral
robertson,12,Machiavelli,Verbal,['2'],Neutral
robertson,12,Cesare Borgia,Thematic,['3'],Negative
robertson,12,Rienzi,Nominal,['2'],Neutral
robertson,12,Ancient Greeks,Verbal,['2'],Neutral
Nietzsche,3,Christianity,Nominal,['1'],Neutral
Nietzsche,3,Buddhism,Verbal,['2'],Neutral
Nietzsche,3,Epicurean philosophy,Thematic,['3'],Neutral
Nietzsche,4,Unidentified,Nominal,['1'],Neutral
Nietzsche,3,Jewish Old Testament,Nominal,['1'],Neutral
Nietzsche,3,Greek literature,Thematic,['1'],Neutral
Nietzsche,3,Indian literature,Nominal,['1'],Neutral
Nietzsche,3,New Testament,Thematic,['3'],Negative
Nietzsche,3,Christians of  Christianity,Nominal,['3'],Neutral
Nietzsche,3,Bible,Thematic,['3'],Negative
Nietzsche,1,Munchausen,Nominal,['1'],Negative
Nietzsche,1,Unidentified,Verbal,['2'],Neutral
Nietzsche,8,Greeks,Nominal,['1'],Neutral
Nietzsche,8,French,Nominal,['1'],Neutral
Nietzsche,8,Jews,Nominal,['1'],Neutral
Nietzsche,8,Romans,Nominal,['1'],Neutral
Nietzsche,8,Germans,Nominal,['1'],Neutral
Nietzsche,1,Indian philosophizing,Nominal,['1'],Neutral
Nietzsche,1,Greek philosophizing,Nominal,['1'],Neutral
Nietzsche,1,German,Nominal,['1'],Neutral
Nietzsche,1,Locke,Nominal,['3'],Negative
Nietzsche,1,Indo-Germans,Nominal,['1'],Neutral
Nietzsche,1,Mussulmans,Nominal,['1'],Neutral
Nietzsche,1,Ural-Altaic languages,Nominal,['2'],Neutral
Nietzsche,3,Epicurean god,Nominal,['1'],Neutral
Nietzsche,3,Christianity,Verbal,['2'],Neutral
Nietzsche,3,European Christian,Thematic,['3'],Negative
Nietzsche,3,Pascal,Nominal,['1'],Neutral
Nietzsche,9,Unidentified,Nominal,['1'],Neutral
Nietzsche,8,Sybels,Nominal,['1'],Negative
Nietzsche,8,Treitschkes,Thematic,['3'],Negative
Nietzsche,8,anti-French folly,Nominal,['1'],Neutral
Nietzsche,8,"anti-Semitic
folly",Thematic,['3'],Neutral
Nietzsche,8,anti-Polish folly,Thematic,['3'],Neutral
